"name","description","createdAt","labels","embedCode","source","duration"
"AMZ_Promo Next Week.mp4",,"2017-05-22T15:15:03Z","","BtcHZhYjE6Us-xn7dJ3KdfWaqG3Y5kfO","http://cms.ooyala.com/BtcHZhYjE6Us-xn7dJ3KdfWaqG3Y5kfO%2F0000000000000-0000065000582?Signature=7x9XJ7V0R9EWSL8zF0LS7Pf0anI%3D&Expires=1518552031&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",45962
"AMZ_Promo Next Week Resource.mp4",,"2017-05-22T15:14:44Z","","NhcHZhYjE6Dt4Z3OMW9HAqjlDaKdGn2r","http://cms.ooyala.com/NhcHZhYjE6Dt4Z3OMW9HAqjlDaKdGn2r%2F0000000000000-0000065058475?Signature=B1iidRpATnfg%2FG57GfsOEoFWwMA%3D&Expires=1518552031&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",45962
"No Ordinary Family - Week 1","Depending on your family dynamics, the word ""family"" can bring up all kinds of emotions. God's desire is not for us to live in a broken family, but to give us a blessed family. Discover what it means to be part of God's family and how you can experience God's blessing right here, right now.  ","2017-05-22T05:20:57Z","Sermons,inviting,family,community,2017","VvZnBhYjE6DaeTvHdxMuBgWB6N2e6-q_","http://cms.ooyala.com/VvZnBhYjE6DaeTvHdxMuBgWB6N2e6-q_%2F0000000000000-0002019201575?Signature=QIdngyTErW0z%2FdcOt2r6lehZ5u8%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2330997
"Worthy - Rhythm Guitar - FULL.mov",,"2017-05-21T20:40:35Z","","g3aGthYjE6kUczvWk44u6hfFVcl3motY","http://cms.ooyala.com/g3aGthYjE6kUczvWk44u6hfFVcl3motY%2F0000000000000-0003494708435?Signature=vI8Oa8o0EnLCLOGdfi5AIXxlVBY%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",228395
"Worthy - Lead Guitar - FULL.mov",,"2017-05-21T20:30:24Z","","JrY2thYjE6JB0jCzag4NseXpPcuAdU0B","http://cms.ooyala.com/JrY2thYjE6JB0jCzag4NseXpPcuAdU0B%2F0000000000000-0004092447331?Signature=9oyPir3c6hnV49sZOu7DQm72Ess%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",274774
"FSKO - Night 3","","2017-05-21T20:23:11Z","Fuse Sermons,2017","phYWthYjE69xdxEbAOdhXvE0d-y-J1k3","http://cms.ooyala.com/phYWthYjE69xdxEbAOdhXvE0d-y-J1k3%2F0000000000000-0002029197996?Signature=Sm2Z%2BRKWKH1PH3%2BwxmMWE8Jp9Lo%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2403436
"Worthy - Keys - FULL.mov",,"2017-05-21T20:09:57Z","","AzNWthYjE68AkAMgIH_k0wDcpak5XZ_x","http://cms.ooyala.com/AzNWthYjE68AkAMgIH_k0wDcpak5XZ_x%2F0000000000000-0004159028203?Signature=4iqfrJ68ug8rMYDNmSvUG1VO0ug%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",275900
"Worthy - Drums - FULL.mov",,"2017-05-21T20:01:07Z","","Z2MWthYjE6PMSTBNt7Q04jwyOb5t_LKj","http://cms.ooyala.com/Z2MWthYjE6PMSTBNt7Q04jwyOb5t_LKj%2F0000000000000-0003381700907?Signature=EFhyGJ9IDI8xvfaxSpCIuSahK0o%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",228353
"Worthy - Bass - FULL.mov",,"2017-05-21T19:53:24Z","","gxeWphYjE6oKzg_4HljVIIblR0sO_4JK","http://cms.ooyala.com/gxeWphYjE6oKzg_4HljVIIblR0sO_4JK%2F0000000000000-0003422354147?Signature=d7LyHdtn6KYFFpUC4b9XjsqOvjg%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",227060
"See Me Through - Rhythm Guitar - FULL.mov",,"2017-05-21T16:23:49Z","","p0c2hhYjE6w3wVx4wjbTMNY-suTN5oFH","http://cms.ooyala.com/p0c2hhYjE6w3wVx4wjbTMNY-suTN5oFH%2F0000000000000-0003274145739?Signature=dxJjj5j2X28P5zz1ZZ%2BnWj%2B36Wg%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",221012
"See Me Through - Lead Guitar - FULL.mov",,"2017-05-21T16:06:03Z","","Vya2hhYjE6YynE18lOsDVyOivOMeTUMw","http://cms.ooyala.com/Vya2hhYjE6YynE18lOsDVyOivOMeTUMw%2F0000000000000-0004770627371?Signature=GfCdMnXYYdelHumm5udcxtSoN4Q%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",311853
"See Me Through - Keys - FULL.mov",,"2017-05-21T15:46:55Z","","dqY2hhYjE6D1WDujKU95po-3vbpwIyfr","http://cms.ooyala.com/dqY2hhYjE6D1WDujKU95po-3vbpwIyfr%2F0000000000000-0004837236163?Signature=%2FVO9UZ0MKyLpRO0T8nGV%2FBUpqNs%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",311895
"See Me Through - Drums - FULL.mov",,"2017-05-21T15:12:34Z","","4wd2dhYjE6-qdJgZRKaXGLL07VWmPBPH","http://cms.ooyala.com/4wd2dhYjE6-qdJgZRKaXGLL07VWmPBPH%2F0000000000000-0003465476619?Signature=XKUXXg%2F%2BYv%2F6U%2B68n1TP%2BuybWko%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",231940
"See Me Through - Bass - FULL.mov",,"2017-05-18T20:32:33Z","","w5cjE5YjE6Xy_a8GcTf-i_m8oj3m0ayQ","http://cms.ooyala.com/w5cjE5YjE6Xy_a8GcTf-i_m8oj3m0ayQ%2F0000000000000-0003714546019?Signature=2t%2FfUQurvKBcg5CIvG9H%2BAHNB0g%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",252335
"Our Great God - Rhythm Guitar - FULL.mov",,"2017-05-18T20:17:17Z","","1kaDE5YjE66znHXlVZPNkbXPuaK6R1eh","http://cms.ooyala.com/1kaDE5YjE66znHXlVZPNkbXPuaK6R1eh%2F0000000000000-0003542975691?Signature=zqxNLGjXe0lkAj5GrXoOdsI3syw%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",235276
"Our Great God - Lead Guitar - FULL.mov",,"2017-05-18T20:01:58Z","","5lYTE5YjE6tNSVl_Ef62GE8_kIYvNcop","http://cms.ooyala.com/5lYTE5YjE6tNSVl_Ef62GE8_kIYvNcop%2F0000000000000-0003549910523?Signature=UF2Qw8PHSDNBAmp5o%2BoZixmy7ww%3D&Expires=1518552032&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",234025
"Our Great God - Keys - FULL.mov",,"2017-05-18T19:48:52Z","","ozMzE5YjE6NyUm_bGOh8YuitsQkXkv6j","http://cms.ooyala.com/ozMzE5YjE6NyUm_bGOh8YuitsQkXkv6j%2F0000000000000-0003675908163?Signature=Y0qAxRmahLk6sIimL2qOQ%2FoQM5g%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",233900
"Our Great God - Drums - FULL.mov",,"2017-05-18T19:28:51Z","","lndDA5YjE6W7EH8obM0eBt25eAke5EYi","http://cms.ooyala.com/lndDA5YjE6W7EH8obM0eBt25eAke5EYi%2F0000000000000-0003462709051?Signature=n42rzDxAWzCshhoFBRJ%2BpjqLGUc%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",234025
"Our Great God - Bass - FULL.mov",,"2017-05-18T19:11:30Z","","RrbDA5YjE6A6lBrorXb49p-EEGd9EJVQ","http://cms.ooyala.com/RrbDA5YjE6A6lBrorXb49p-EEGd9EJVQ%2F0000000000000-0003452470451?Signature=ojJMIgf9tACVHcn8uci8q5jCSdI%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",234484
"Now and Forever - Rhythm Guitar - FULL.mov",,"2017-05-18T18:51:22Z","","4zYzA5YjE6B7Vpr72FfgouIlAJ23SFak","http://cms.ooyala.com/4zYzA5YjE6B7Vpr72FfgouIlAJ23SFak%2F0000000000000-0003179032867?Signature=Geq8Gqb6XP%2FU6XPxL3uzeY77MC0%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",211044
"Now and Forever - Lead Guitar - FULL.mov",,"2017-05-18T18:29:15Z","","9rMTA5YjE6u_Yj3XI4oqLg2dPvB1TH6e","http://cms.ooyala.com/9rMTA5YjE6u_Yj3XI4oqLg2dPvB1TH6e%2F0000000000000-0003195149203?Signature=UhXvPOTaAeYm%2B4rUaXRLs1wrigE%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",211044
"Now and Forever - Keys - FULL.mov",,"2017-05-18T17:53:44Z","","F0bnk4YjE6ms0K_b0earSaemRQy4y3Xu","http://cms.ooyala.com/F0bnk4YjE6ms0K_b0earSaemRQy4y3Xu%2F0000000000000-0003853124899?Signature=GNNWjQsQYDdHdRQwnJagnvoobRY%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",244911
"Now and Forever - Drums - FULL.mov",,"2017-05-18T17:24:57Z","","FxY3k4YjE60slvB0Z6yR1CL0VzZeXH7T","http://cms.ooyala.com/FxY3k4YjE60slvB0Z6yR1CL0VzZeXH7T%2F0000000000000-0002664658083?Signature=IuKZBZINtZZcwIxPr%2Feq7nVucys%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",180430
"Now and Forever - Bass - FULL.mov",,"2017-05-18T17:06:47Z","","dhMnk4YjE62tJSuiSon4XkBXWh-Q1lQu","http://cms.ooyala.com/dhMnk4YjE62tJSuiSon4XkBXWh-Q1lQu%2F0000000000000-0002687348123?Signature=2%2BwdwD6WtVLoI%2FCGav8WzRSAGVE%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",182474
"FSKO - Night 2","","2017-05-18T16:55:23Z","Fuse Sermons,2017","RpdHg4YjE6zExiKyB_UVEYSDJafXFlYz","http://cms.ooyala.com/RpdHg4YjE6zExiKyB_UVEYSDJafXFlYz%2F0000000000000-0002085062867?Signature=kzjwJIswngeeO5relCiwGXM%2F4io%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2377243
"King of Kings - Rhythm Guitar - FULL.mov",,"2017-05-18T16:51:05Z","","o3cXg4YjE6C4R9ZfzeuWoOsQrBLnzTfl","http://cms.ooyala.com/o3cXg4YjE6C4R9ZfzeuWoOsQrBLnzTfl%2F0000000000000-0003926471259?Signature=COKler2%2FNdESEIM%2B%2BRaqINlItuk%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",258800
"King of Kings - Lead Guitar - FULL.mov",,"2017-05-18T16:38:23Z","","t1aHg4YjE6lJaSNNAEtae4Of9IuF77Pt","http://cms.ooyala.com/t1aHg4YjE6lJaSNNAEtae4Of9IuF77Pt%2F0000000000000-0003958072579?Signature=ofjsZoZCMN4i%2BmFftxKcfsyrW70%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",262679
"King of Kings - Keys - FULL.mov",,"2017-05-18T16:23:30Z","","AxYXg4YjE6a8lQn-scNE1wR3tYcxOwW9","http://cms.ooyala.com/AxYXg4YjE6a8lQn-scNE1wR3tYcxOwW9%2F0000000000000-0004009408955?Signature=Etkzp0wyu4w52XJuzqjEWU0jKEI%3D&Expires=1518552033&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",258550
"King of Kings - Drums -FULL.mov",,"2017-05-18T16:10:28Z","","NtM3g4YjE6bP9ktxBko5qKWAUsxsgj0s","http://cms.ooyala.com/NtM3g4YjE6bP9ktxBko5qKWAUsxsgj0s%2F0000000000000-0003796930395?Signature=JEZzeMe4RnnF0x518k%2B3AYYsYgA%3D&Expires=1518552034&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",257465
"King of Kings - Bass - FULL.mov",,"2017-05-18T15:58:40Z","","R0eHc4YjE61LiNyE6F8TjYgcD7b1Id9E","http://cms.ooyala.com/R0eHc4YjE61LiNyE6F8TjYgcD7b1Id9E%2F0000000000000-0003840917299?Signature=dyzTrDvPHff5GEPSmiyU0urZjIo%3D&Expires=1518552034&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",258508
"God of Heaven - Lead Guitar - FULL.mov",,"2017-05-17T19:30:21Z","Music,Able","Rwbmc4YjE66YmZl2l30a4MzcsSKLnxgH","http://cms.ooyala.com/Rwbmc4YjE66YmZl2l30a4MzcsSKLnxgH%2F0000000000000-0004233926659?Signature=sbbiZ8keouH0Em0DX1AFc9pk1zo%3D&Expires=1518552034&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",277277
"God of Heaven - Keys - FULL.mov",,"2017-05-17T18:54:30Z","Music,Able","ZrOGc4YjE6mKIflXM1jLTHDCukNAJqVY","http://cms.ooyala.com/ZrOGc4YjE6mKIflXM1jLTHDCukNAJqVY%2F0000000000000-0004325989363?Signature=smhBGcgTmYtG8HhAxoRY04qfa6E%3D&Expires=1518552034&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",276860
"FB2_ES_Song_Fearless.mp4",,"2017-05-17T18:51:22Z","","lqN2c4YjE61WeK0U0PWEjojQGmHMV0K6","http://cms.ooyala.com/lqN2c4YjE61WeK0U0PWEjojQGmHMV0K6%2F0000000000000-0000161546133?Signature=UE1iyZaex%2BVyEwCKqF1ESeUAERg%3D&Expires=1518552034&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",108942
"FB2_PS_Song1_We'reNotScared.mp4",,"2017-05-17T18:51:10Z","","FkN2c4YjE6TZgUmhfuFHr-6E0bSFqeuB","http://cms.ooyala.com/FkN2c4YjE6TZgUmhfuFHr-6E0bSFqeuB%2F0000000000000-0000086886602?Signature=7l0hdxCKZ0Dw3wAaBWK77rT8cMw%3D&Expires=1518552034&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",64981
"God of Heaven - Bass - FULL.mov",,"2017-05-17T18:23:18Z","Music,Able","F1dGY4YjE6tuRtvEohJ5M8VNnuBfH1-R","http://cms.ooyala.com/F1dGY4YjE6tuRtvEohJ5M8VNnuBfH1-R%2F0000000000000-0003297878355?Signature=C%2Bk4QZMItGXnn3D%2FqORIvJq%2BQCY%3D&Expires=1518552034&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",222389
"OTF2_PS_Song_Fruit Of The Spirit.mp4",,"2017-05-17T18:21:34Z","","U0dGY4YjE6twVjgZRq1rsDr4I2RhY-3E","http://cms.ooyala.com/U0dGY4YjE6twVjgZRq1rsDr4I2RhY-3E%2F0000000000000-0000152314816?Signature=b2tYWpdOPejBIaI6s5%2BxdmT5ARc%3D&Expires=1518552034&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",119661
"OTF2_ES_Intro.mp4",,"2017-05-17T18:21:15Z","","F2c2Y4YjE6FBAKMhBZtEr0zljT33vWD8","http://cms.ooyala.com/F2c2Y4YjE6FBAKMhBZtEr0zljT33vWD8%2F0000000000000-0000120599066?Signature=EeCBI5rtJzFjJfzSDHeDnvpK3tM%3D&Expires=1518552034&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",144310
"OTF2_ES_Song_Fruit Of The Spirit.mp4",,"2017-05-17T18:20:59Z","","Vyc2Y4YjE6k01feho2--SPcTo0C-tax1","http://cms.ooyala.com/Vyc2Y4YjE6k01feho2--SPcTo0C-tax1%2F0000000000000-0000143203233?Signature=qJU1MDpMZC3xubzFT9fKmQ9LXWk%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",94636
"OTF2_ES_Song_Set An Example.mp4",,"2017-05-17T18:20:59Z","","Vwc2Y4YjE6mEEoPKunH6_P1EghoGouMm","http://cms.ooyala.com/Vwc2Y4YjE6mEEoPKunH6_P1EghoGouMm%2F0000000000000-0000169353938?Signature=e5b2BqC5jN2r49G%2F142mHg6HF%2FI%3D&Expires=1518552034&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",113780
"God of Heaven - Drums - FULL.mov",,"2017-05-17T18:09:21Z","Music,Able","V4bWY4YjE6yoG672Q5y8omiIIsdASr4o","http://cms.ooyala.com/V4bWY4YjE6yoG672Q5y8omiIIsdASr4o%2F0000000000000-0003379280339?Signature=CWrxyqugiVq4KUVBxoidZCxQAYk%3D&Expires=1518552034&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",228478
"FSKO - Night 1","","2017-05-17T17:12:23Z","salvation,Fuse Sermons,following-jesus,2017","l0eGU4YjE6kbpFniD3jr54TauTq2VimG","http://cms.ooyala.com/l0eGU4YjE6kbpFniD3jr54TauTq2VimG%2F0000000000000-0002114955932?Signature=MvDgqzHozvHGTYZYGJZ2NbGLWHo%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2510543
"God of Heaven - Rhythm Guitar - FULL.mov",,"2017-05-17T15:13:54Z","Music,Able","01YWQ4YjE6m0Uhq0k2cr2yiw3_9bM0Fy","http://cms.ooyala.com/01YWQ4YjE6m0Uhq0k2cr2yiw3_9bM0Fy%2F0000000000000-0003332759803?Signature=KAxM5Du%2BFMrr7m96ioKXUidmE%2F4%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",221012
"ABLE — Drums— FULL.mov",,"2017-05-17T13:59:33Z","Music,Able","R1ZWM4YjE6TAPrd67bAZLpeQCpr_5ay9","http://cms.ooyala.com/R1ZWM4YjE6TAPrd67bAZLpeQCpr_5ay9%2F0000000000000-0002990301651?Signature=%2BFEzt0qRKqY3rPKEOIITd52GUHY%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",200950
"ABLE — Lead Guitar — FULL.mov",,"2017-05-17T13:59:33Z","Music,Able","RzZWM4YjE6AlLjVDp0eV-sWAcWnl0ccJ","http://cms.ooyala.com/RzZWM4YjE6AlLjVDp0eV-sWAcWnl0ccJ%2F0000000000000-0003586045051?Signature=14yGPb200k3zDTyJM8fHeS38qK4%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",236194
"ABLE — Keys — FULL.mov",,"2017-05-17T13:59:33Z","Music,Able","RxZWM4YjE6nWkvNq7kfLPCnKiHYKpaQW","http://cms.ooyala.com/RxZWM4YjE6nWkvNq7kfLPCnKiHYKpaQW%2F0000000000000-0003540433227?Signature=lLZo3cHInNNEQ8h%2BbZAIbGvsO94%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",235860
"ABLE — Rhythm Guitar — FULL.mov",,"2017-05-17T13:59:33Z","Music,Able","RvZWM4YjE6_5Xt7xPpoIBCtx2FtiME5-","http://cms.ooyala.com/RvZWM4YjE6_5Xt7xPpoIBCtx2FtiME5-%2F0000000000000-0003454547867?Signature=OYUV1wc5IbGcHsfUknqLjAzYb0o%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",234275
"ABLE — Bass — FULL.mov",,"2017-05-17T13:59:33Z","Music,Able","RtZWM4YjE6R-B2duukVura9rNOH2o6H6","http://cms.ooyala.com/RtZWM4YjE6R-B2duukVura9rNOH2o6H6%2F0000000000000-0003030467547?Signature=%2F1%2ByJL5y0EBwi2WsLO1z0QqSn0Y%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",203745
"Monthly All Staff ","Q/A with Leadership team","2017-05-15T17:48:23Z","Monthly All Staff,All Staff","9lcmc3YjE6ShSQ16XOvFML4J4w8Z1Q2a","http://cms.ooyala.com/9lcmc3YjE6ShSQ16XOvFML4J4w8Z1Q2a%2F0000000000000-0003790459904?Signature=3hr6hK9UtynIIUKdzdE3Hxo6g44%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",5328028
"Fuse - Tensions Promo","","2017-05-15T17:46:18Z","Fuse Trailers","l0cWc3YjE6n9hfLExDH6KgQvlkK_oTKG","http://cms.ooyala.com/l0cWc3YjE6n9hfLExDH6KgQvlkK_oTKG%2F0000000000000-0000198050685?Signature=1kd%2FNeHAHXUzXBut1YYVgyr2QeE%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",107148
"Need To Know 5/16/2017","Hear the story of AJ Schneider from our Powdersville Next Steps Director Benji Merit. In this video, you will learn about AJ and how he is making a huge impact in our church. ","2017-05-15T13:19:28Z","","J2ZmQ3YjE6KKBuezZGC_0kkEdBOl8Z1Q","http://cms.ooyala.com/J2ZmQ3YjE6KKBuezZGC_0kkEdBOl8Z1Q%2F0000000000000-0000203384961?Signature=HxeCvss2GILf%2BTu19O4sgG%2F3EKk%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",89547
"Mother's Day at NewSpring","Family means something different to everybody, but it means something to everybody. Regardless of what it looks like to you, family was God's idea. His desire is for you to be a member of a vibrant and growing family. In an ordinary world, we can be part of an extraordinary family.","2017-05-14T21:58:49Z","stress,parenting,mothers,calling","lzYzU3YjE6TDEPFBVkf8GbTxvcMM_G_p","http://cms.ooyala.com/lzYzU3YjE6TDEPFBVkf8GbTxvcMM_G_p%2F0000000000000-0002492801245?Signature=rq1cn%2B2lwlic4Whw3TIzzqdJAWk%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2806306
"The Gospel - Week 5","","2017-05-11T13:58:30Z","","h1NG41YjE6-pJmPllYbVZ7STBreloAwF","http://cms.ooyala.com/h1NG41YjE6-pJmPllYbVZ7STBreloAwF%2F0000000000000-0002021801732?Signature=6EUSrVH3mLdhZpnzpLY9wv0gVTU%3D&Expires=1518552035&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2419719
"200316_CEN_FUSE_TensionsPromo_V2_h264.mp4",,"2017-05-10T14:12:05Z","","s3czY1YjE6AZc8VCzJSFuyZQyAzrz4rx","http://cms.ooyala.com/s3czY1YjE6AZc8VCzJSFuyZQyAzrz4rx%2F0000000000000-0000198164917?Signature=atv5XINSQgCMDojQPLTBoUDHanI%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",107148
"No Ordinary Family Promo","God wants you to be part of an extraordinary family.","2017-05-08T19:53:13Z","Sunday Trailers","9sY2Q0YjE675Hlf9CQ3HaO5vYVS_IIh6","http://cms.ooyala.com/9sY2Q0YjE675Hlf9CQ3HaO5vYVS_IIh6%2F0000000000000-0001072149635?Signature=T5%2FopV4DKQDfTQrXPXFZRuAFbE8%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",51051
"Clarity - Week 3","When we look at the lives of early Christians, there’s a consistent pattern: connect to Jesus, then to other believers. God wants all of us to experience the power of real relationships because, through them, we become more like Him. ","2017-05-08T13:06:07Z","Sermons,groups,community,2017","tvODY0YjE6UI7HCN3axG1OThkvrpI1q8","http://cms.ooyala.com/tvODY0YjE6UI7HCN3axG1OThkvrpI1q8%2F0000000000000-0002594459632?Signature=QXfh3UoZCflYGVIHrkFcwgGWK6k%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",3048448
"The Gospel - Week 4","","2017-05-04T03:54:39Z","Fuse Sermons,2017","ltOGMyYjE6MqjUNF6vlwFZR5Fp_WE8U1","http://cms.ooyala.com/ltOGMyYjE6MqjUNF6vlwFZR5Fp_WE8U1%2F0000000000000-0002370543842?Signature=wF5VYlMCcj19ysfsrZA65w%2BEm%2Fs%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2796429
"Weekly All Staff - Brad","","2017-05-02T14:48:06Z","Weekly All Staff","AxN2wxYjE6-jSgUxeGQIOcAaXxsYQKBY","http://cms.ooyala.com/AxN2wxYjE6-jSgUxeGQIOcAaXxsYQKBY%2F0000000000000-0000740575806?Signature=%2BeiRcslumaH85dFzKVdPSBzQ1mE%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",1040340
"300147_CEN_ClarityStory_Marcus_422_v3.mov",,"2017-05-01T20:43:03Z","","JtazkxYjE6JKr0lOSDuxbxzA5xmmGvol","http://cms.ooyala.com/JtazkxYjE6JKr0lOSDuxbxzA5xmmGvol%2F0000000000000-0000951307035?Signature=NxObeX%2B6Kg3qjiIqCVr9TZ0am%2Bo%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",69277
"Worthy_LeadGuitar_Verse_3_V1.mov",,"2017-05-01T20:11:44Z","","9wMTkxYjE6RyjWlU-7tDre6EAubUb_8d","http://cms.ooyala.com/9wMTkxYjE6RyjWlU-7tDre6EAubUb_8d%2F0000000000000-0000050234280?Signature=iVGS8D0IedmmTOjeVRjztgsuozY%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",39414
"Mothers Day Promo","Join us this Sunday for Mother's Day at NewSpring!","2017-05-01T19:56:18Z","Sunday Trailers","45dTgxYjE6bIKu1lbeGZzfioeIveYvhF","http://cms.ooyala.com/45dTgxYjE6bIKu1lbeGZzfioeIveYvhF%2F0000000000000-0001310176443?Signature=DPoYDAQ9xkWtPk9N9phhWxu3R5E%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",93551
"Clarity - Week 2","","2017-05-01T13:00:07Z","Sermons,salvation,following-jesus,baptism,2017","hxazMxYjE6MneDC1PK42yy2S5vX6AsAR","http://cms.ooyala.com/hxazMxYjE6MneDC1PK42yy2S5vX6AsAR%2F0000000000000-0002531739985?Signature=T5TImhzz2e3ah9tpwxLS74XVjNA%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",3040940
"Worthy_Drums_Verse_3_V1.mov",,"2017-04-30T21:26:22Z","","N5dnQwYjE6dda3t5R9EA6xsaUbj5hqtp","http://cms.ooyala.com/N5dnQwYjE6dda3t5R9EA6xsaUbj5hqtp%2F0000000000000-0000048244617?Signature=qbVk3hfTmxyP4Sqok1LcliqgsGw%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",37579
"Worthy_Keys_Verse_1_V3.mov",,"2017-04-27T13:42:49Z","","94ajd5YTE6oP16DhBWOISBUNOtpQ8goh","http://cms.ooyala.com/94ajd5YTE6oP16DhBWOISBUNOtpQ8goh%2F0000000000000-0000042458481?Signature=uunDTX9jiaJS7TBWfEjPkWmIUVY%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",33241
"The Gospel - Week 3","","2017-04-27T12:02:27Z","Fuse Sermons,2017","RuZzZ5YTE6WzxtYvxz-V4dQ6Eel-cj38","http://cms.ooyala.com/RuZzZ5YTE6WzxtYvxz-V4dQ6Eel-cj38%2F0000000000000-0001969690232?Signature=R6OJBQm73whDRifq%2FMtoTTUE4zM%3D&Expires=1518552036&AWSAccessKeyId=AKIAJUAIW2RNELHXXF2Q&",2282449
